contest_id,contest_name,contest_order,vote_for,page,precinct_id,name,registered_voters,turnout,,LUIS J. RODRIGUEZ,ALMA MARIE WINSTON,EDMUND G. ''JERRY'' BROWN,JANEL HYESHIA BUYCKS,ANDREW BLOUNT,RAKESH KUMAR CHRISTIAN,GLENN CHAMP,NEEL KASHKARI,TIM DONNELLY,'BO'' BOGDAN AMBROZEWICZ,AKINYEMI AGBEDE,RICHARD WILLIAM AGUIRRE,ROBERT NEWMAN,CINDY L. SHEEHAN,JOE LEICHT,WRITE-IN,WRITE-IN - KAREN JILL BERNAL,WRITE-IN - JIMELLE L. WALLS,WRITE-IN - NICKOLAS WILDSTAR,Under Vote,Over Vote,,,precinct_order,tally_category_order,sort_order,tally_cat_name
1,NON-PARTISAN  GOVERNOR,100001,1,1,61,Pct 7017 - VBM Reporting,676,94,,1,0,83,0,0,0,1,0,1,0,0,0,1,4,0,0,0,0,0,3,0,,,61,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,62,Pct 7018 - Election Day Reporting,840,42,,2,1,33,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,,,62,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,62,Pct 7018 - VBM Reporting,840,242,,0,7,191,3,8,4,0,2,5,1,2,2,0,3,1,1,0,0,0,8,4,,,62,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,63,Pct 7019 - Election Day Reporting,861,45,,2,2,35,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,,,63,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,63,Pct 7019 - VBM Reporting,861,222,,4,2,193,0,2,0,0,4,1,2,3,1,0,1,0,0,0,0,0,9,0,,,63,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,64,Pct 7021 - Election Day Reporting,841,58,,3,1,44,0,0,1,0,0,1,0,1,0,0,1,0,2,0,0,0,4,0,,,64,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,64,Pct 7021 - VBM Reporting,841,143,,4,0,123,1,1,0,3,0,5,0,1,1,0,1,0,0,0,0,0,1,2,,,64,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,65,Pct 7022 - Election Day Reporting,888,45,,5,0,36,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,,,65,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,65,Pct 7022 - VBM Reporting,888,152,,6,2,127,0,2,0,0,2,7,0,1,0,0,2,0,0,0,0,0,2,1,,,65,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,66,Pct 7023 - Election Day Reporting,823,40,,2,0,29,1,1,0,0,1,0,0,0,0,1,3,0,0,0,0,0,2,0,,,66,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,66,Pct 7023 - VBM Reporting,823,168,,2,5,138,0,4,0,1,3,1,0,4,0,1,2,0,2,0,0,0,3,2,,,66,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,67,Pct 7024 - Election Day Reporting,263,3,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,67,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,67,Pct 7024 - VBM Reporting,263,13,,0,0,8,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,,,67,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,68,Pct 7025 - Election Day Reporting,417,18,,1,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,68,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,68,Pct 7025 - VBM Reporting,417,32,,3,0,25,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,,,68,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,69,Pct 7026 - Election Day Reporting,837,46,,0,0,36,0,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,5,0,,,69,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,69,Pct 7026 - VBM Reporting,837,235,,5,7,176,3,6,2,4,1,8,0,3,0,2,6,0,0,0,0,0,10,2,,,69,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,70,Pct 7027 - Election Day Reporting,775,53,,2,0,45,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,1,,,70,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,70,Pct 7027 - VBM Reporting,775,147,,9,2,106,0,2,0,1,1,12,0,6,0,0,1,0,0,0,0,0,3,4,,,70,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,71,Pct 7028 - Election Day Reporting,762,32,,1,0,28,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,,,71,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,71,Pct 7028 - VBM Reporting,762,91,,2,0,80,0,1,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,3,,,71,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,72,Pct 7029 - Election Day Reporting,802,27,,2,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,72,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,72,Pct 7029 - VBM Reporting,802,105,,3,1,80,2,6,0,0,0,3,0,0,1,0,3,1,1,0,0,0,0,4,,,72,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,73,Pct 7030 - Election Day Reporting,669,36,,0,0,25,0,1,2,0,1,5,0,0,0,0,1,0,0,0,0,0,1,0,,,73,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,73,Pct 7030 - VBM Reporting,669,180,,7,2,132,4,6,0,2,4,11,1,1,1,0,2,0,0,0,0,0,4,3,,,73,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,74,Pct 7031 - Election Day Reporting,358,12,,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,,74,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,74,Pct 7031 - VBM Reporting,358,121,,2,4,93,1,3,0,0,0,2,1,3,0,0,1,0,0,0,0,0,10,1,,,74,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,75,Pct 7032 - Election Day Reporting,799,49,,0,0,45,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,75,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,75,Pct 7032 - VBM Reporting,799,151,,3,5,123,0,3,0,1,2,5,0,1,0,1,1,0,0,0,0,0,4,2,,,75,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,76,Pct 7033 - Election Day Reporting,706,47,,1,0,41,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,,,76,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,76,Pct 7033 - VBM Reporting,706,101,,6,0,81,2,5,0,1,0,2,0,0,0,1,2,0,0,0,0,0,0,1,,,76,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,77,Pct 7034 - Election Day Reporting,767,13,,0,1,6,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,,,77,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,77,Pct 7034 - VBM Reporting,767,59,,1,0,55,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,,,77,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,78,Pct 7035 - Election Day Reporting,311,23,,2,0,19,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,78,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,78,Pct 7035 - VBM Reporting,311,41,,1,2,33,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,,,78,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,79,Pct 7036 - Election Day Reporting,813,25,,1,0,21,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,,79,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,79,Pct 7036 - VBM Reporting,813,171,,2,5,131,7,3,0,2,0,8,0,4,0,1,2,1,0,0,0,0,3,2,,,79,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,80,Pct 7037 - Election Day Reporting,687,15,,1,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,80,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,80,Pct 7037 - VBM Reporting,687,41,,2,1,28,0,1,0,0,0,5,0,1,0,0,2,0,0,0,0,0,1,0,,,80,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,81,Pct 7038 - Election Day Reporting,807,14,,1,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,,,81,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,81,Pct 7038 - VBM Reporting,807,171,,6,3,129,2,5,2,3,2,5,1,0,2,2,4,0,0,0,0,0,5,0,,,81,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,82,Pct 7039 - Election Day Reporting,705,58,,1,3,42,0,1,1,0,0,4,0,1,1,0,0,0,0,0,0,0,3,1,,,82,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,82,Pct 7039 - VBM Reporting,705,141,,4,5,105,0,5,0,0,1,7,2,1,0,1,4,0,0,0,0,0,5,1,,,82,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,83,Pct 7041 MB - Election Day Reporting,53,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,83,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,83,Pct 7041 MB - VBM Reporting,53,14,,0,0,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,,,83,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,84,Pct 7042 - Election Day Reporting,586,24,,0,0,20,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,,,84,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,84,Pct 7042 - VBM Reporting,586,130,,4,4,98,0,5,2,0,2,4,0,0,2,0,5,0,0,0,0,0,2,2,,,84,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,85,Pct 7043 - Election Day Reporting,765,23,,0,0,18,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,,,85,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,85,Pct 7043 - VBM Reporting,765,152,,3,3,125,0,3,1,0,0,4,2,2,0,1,0,2,0,0,0,0,3,3,,,85,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,86,Pct 7044 - Election Day Reporting,754,27,,0,1,20,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,,,86,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,86,Pct 7044 - VBM Reporting,754,61,,1,1,44,0,5,0,0,1,3,0,1,2,0,2,0,0,0,0,0,1,0,,,86,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,87,Pct 7045 - Election Day Reporting,692,42,,0,0,29,0,1,0,0,1,4,0,0,0,2,1,0,0,0,0,0,4,0,,,87,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,87,Pct 7045 - VBM Reporting,692,181,,2,8,136,0,3,0,0,2,10,0,1,2,2,5,0,0,0,0,0,9,1,,,87,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,88,Pct 7046 - Election Day Reporting,389,25,,3,0,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,88,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,88,Pct 7046 - VBM Reporting,389,95,,2,1,74,3,1,1,2,0,6,0,1,0,1,1,0,0,0,0,0,1,1,,,88,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,89,Pct 7047 - Election Day Reporting,744,45,,2,1,33,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,,,89,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,89,Pct 7047 - VBM Reporting,744,199,,4,6,154,1,4,0,0,1,14,0,1,0,1,2,2,1,0,0,0,7,1,,,89,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,90,Pct 7048 - Election Day Reporting,725,40,,3,0,31,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,,,90,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,90,Pct 7048 - VBM Reporting,725,129,,3,2,104,1,3,0,0,1,6,0,1,2,1,2,0,1,0,0,0,2,0,,,90,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,91,Pct 7049 - Election Day Reporting,724,37,,0,1,28,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0,0,1,1,,,91,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,91,Pct 7049 - VBM Reporting,724,156,,5,8,106,0,6,2,3,1,5,0,0,0,3,6,0,2,0,0,0,9,0,,,91,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,92,Pct 7051 - Election Day Reporting,771,29,,1,0,23,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,,,92,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,92,Pct 7051 - VBM Reporting,771,199,,0,6,160,0,3,1,1,2,10,0,7,0,0,5,0,0,0,0,0,4,0,,,92,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,93,Pct 7052 - Election Day Reporting,749,47,,2,1,37,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,,,93,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,93,Pct 7052 - VBM Reporting,749,156,,1,10,115,0,1,1,1,5,4,0,0,1,1,1,2,0,0,0,0,10,3,,,93,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,94,Pct 7053 - Election Day Reporting,400,13,,0,1,7,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,,,94,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,94,Pct 7053 - VBM Reporting,400,117,,1,4,95,0,0,0,2,4,10,0,0,0,0,0,0,0,0,0,0,1,0,,,94,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,95,Pct 7054 - Election Day Reporting,770,39,,4,0,31,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,,,95,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,95,Pct 7054 - VBM Reporting,770,119,,1,0,100,0,0,0,0,1,2,0,4,1,0,2,0,0,0,0,0,6,2,,,95,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,96,Pct 7101 MB - Election Day Reporting,118,2,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,96,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,96,Pct 7101 MB - VBM Reporting,118,28,,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,96,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,97,Pct 7201 - Election Day Reporting,823,69,,0,1,63,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,,,97,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,97,Pct 7201 - VBM Reporting,823,169,,0,3,133,0,2,0,0,13,9,0,0,1,2,0,0,0,0,0,0,4,2,,,97,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,98,Pct 7202 - Election Day Reporting,773,76,,2,0,64,0,1,0,0,6,0,0,1,0,0,1,0,0,0,0,0,1,0,,,98,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,98,Pct 7202 - VBM Reporting,773,178,,0,7,128,0,8,0,1,15,12,0,0,0,0,1,1,0,0,0,0,5,0,,,98,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,99,Pct 7203 - Election Day Reporting,779,65,,2,1,56,0,0,0,0,1,3,0,0,0,1,1,0,0,0,0,0,0,0,,,99,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,99,Pct 7203 - VBM Reporting,779,122,,1,1,97,0,3,0,1,9,6,0,0,0,0,2,0,1,0,0,0,1,0,,,99,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,100,Pct 7204 - Election Day Reporting,806,64,,0,0,52,0,2,0,0,4,1,0,0,1,0,0,0,0,0,0,0,4,0,,,100,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,100,Pct 7204 - VBM Reporting,806,206,,1,2,169,0,3,0,2,13,5,0,0,1,0,3,0,1,0,0,0,5,1,,,100,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,101,Pct 7205 - Election Day Reporting,814,81,,3,1,62,0,0,0,0,8,3,0,0,0,0,2,0,0,0,0,0,2,0,,,101,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,101,Pct 7205 - VBM Reporting,814,228,,2,3,185,0,4,0,0,17,7,0,0,0,1,2,1,0,0,0,0,6,0,,,101,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,102,Pct 7206 - Election Day Reporting,338,33,,2,0,25,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,,,102,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,102,Pct 7206 - VBM Reporting,338,51,,1,0,44,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,,,102,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,103,Pct 7207 - Election Day Reporting,546,32,,0,0,24,0,0,0,1,3,0,0,0,0,0,2,1,0,0,0,0,0,1,,,103,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,103,Pct 7207 - VBM Reporting,546,102,,2,3,77,0,0,0,0,5,9,0,2,0,1,0,1,0,0,0,0,2,0,,,103,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,104,Pct 7208 - Election Day Reporting,525,33,,0,1,28,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,,,104,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,104,Pct 7208 - VBM Reporting,525,133,,1,0,103,2,11,0,0,3,6,0,1,0,2,0,0,-1,0,0,0,4,1,,,104,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,105,Pct 7209 - Election Day Reporting,476,36,,1,0,29,0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,,,105,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,105,Pct 7209 - VBM Reporting,476,186,,3,1,156,1,0,0,0,11,7,0,0,0,0,1,0,0,0,0,0,4,2,,,105,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,106,Pct 7301 - Election Day Reporting,838,63,,3,0,49,0,0,0,1,4,0,0,1,0,1,0,0,0,0,0,0,4,0,,,106,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,106,Pct 7301 - VBM Reporting,838,178,,0,7,131,1,8,2,1,2,13,0,1,1,0,2,0,1,0,0,0,8,0,,,106,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,107,Pct 7302 - Election Day Reporting,722,77,,0,1,60,0,0,0,1,3,3,0,1,0,0,0,0,0,0,0,0,7,1,,,107,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,107,Pct 7302 - VBM Reporting,722,263,,4,3,207,0,3,0,6,13,13,0,1,0,2,3,1,0,0,0,0,6,1,,,107,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,108,Pct 7303 - Election Day Reporting,839,86,,1,0,70,1,0,0,0,6,1,0,0,0,1,2,0,0,0,0,0,3,1,,,108,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,108,Pct 7303 - VBM Reporting,839,169,,4,1,137,1,3,0,0,4,10,0,0,1,2,1,1,0,0,0,0,3,1,,,108,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,109,Pct 7304 - Election Day Reporting,856,91,,0,4,76,0,0,0,1,1,2,1,0,1,0,1,0,0,0,0,0,4,0,,,109,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,109,Pct 7304 - VBM Reporting,856,187,,6,3,141,0,2,0,3,8,11,1,1,0,1,4,0,1,0,0,0,5,0,,,109,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,110,Pct 7305 - Election Day Reporting,782,98,,1,2,76,0,0,0,1,10,4,0,0,1,0,2,0,0,0,0,0,1,0,,,110,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,110,Pct 7305 - VBM Reporting,782,199,,4,2,165,0,3,0,1,10,7,0,1,0,0,2,0,0,0,0,0,4,0,,,110,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,111,Pct 7306 - Election Day Reporting,880,75,,5,1,55,1,0,0,0,2,3,0,0,0,0,2,0,1,0,0,0,5,0,,,111,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,111,Pct 7306 - VBM Reporting,880,178,,6,4,126,0,3,0,0,13,14,0,0,0,1,8,0,0,0,0,0,3,0,,,111,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,112,Pct 7307 - Election Day Reporting,673,65,,2,0,57,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,,,112,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,112,Pct 7307 - VBM Reporting,673,151,,5,2,127,0,3,1,0,6,2,1,1,0,2,0,0,0,0,0,0,0,1,,,112,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,113,Pct 7308 - Election Day Reporting,533,59,,2,0,46,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,6,0,,,113,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,113,Pct 7308 - VBM Reporting,533,158,,3,1,123,0,4,0,0,15,4,0,0,1,1,4,0,0,0,0,0,2,0,,,113,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,114,Pct 7309 - Election Day Reporting,738,70,,1,0,55,0,0,2,1,6,0,0,0,2,0,1,0,0,0,0,0,2,0,,,114,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,114,Pct 7309 - VBM Reporting,738,99,,0,1,86,0,1,0,0,3,3,0,0,0,1,3,1,0,0,0,0,0,0,,,114,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,115,Pct 7311 - Election Day Reporting,795,66,,2,1,57,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,1,0,,,115,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,115,Pct 7311 - VBM Reporting,795,151,,1,2,128,0,2,0,1,8,5,0,0,0,0,1,0,0,0,0,0,2,1,,,115,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,116,Pct 7312 - Election Day Reporting,809,74,,0,0,60,0,0,0,0,4,5,0,0,0,0,3,0,0,0,0,0,2,0,,,116,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,116,Pct 7312 - VBM Reporting,809,242,,2,3,194,0,3,1,1,13,14,0,0,1,0,3,1,0,0,0,0,6,0,,,116,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,117,Pct 7313 - Election Day Reporting,768,72,,4,2,56,0,0,0,0,2,3,0,1,0,0,3,0,0,0,0,0,1,0,,,117,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,117,Pct 7313 - VBM Reporting,768,187,,0,5,140,1,2,2,2,5,8,0,4,0,1,3,0,1,0,0,0,13,0,,,117,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,118,Pct 7314 - Election Day Reporting,614,43,,1,0,32,1,0,0,0,1,1,0,0,0,2,3,0,0,0,0,0,2,0,,,118,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,118,Pct 7314 - VBM Reporting,614,142,,2,1,110,0,4,0,2,1,2,0,2,3,2,3,0,0,0,0,0,9,1,,,118,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,119,Pct 7315 - Election Day Reporting,629,55,,3,0,40,2,1,0,0,0,2,1,0,1,0,1,0,0,0,0,0,4,0,,,119,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,119,Pct 7315 - VBM Reporting,629,110,,1,4,88,0,3,0,0,0,6,0,1,1,0,0,1,0,0,0,0,3,2,,,119,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,120,Pct 7316 - Election Day Reporting,721,54,,1,0,45,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,3,0,,,120,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,120,Pct 7316 - VBM Reporting,721,160,,6,2,129,0,1,0,0,1,5,0,2,2,1,3,0,0,0,0,0,7,1,,,120,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,121,Pct 7317 - Election Day Reporting,823,80,,6,0,63,0,2,0,0,4,3,0,0,0,1,1,0,0,0,0,0,0,0,,,121,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,121,Pct 7317 - VBM Reporting,823,242,,4,1,188,0,1,0,1,14,11,1,4,1,1,4,0,0,0,0,0,8,3,,,121,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,122,Pct 7318 - Election Day Reporting,653,61,,3,2,42,0,0,0,1,6,2,0,0,0,0,2,0,0,0,0,0,3,0,,,122,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,122,Pct 7318 - VBM Reporting,653,162,,3,1,131,1,1,1,0,4,6,1,0,0,4,2,0,0,0,0,0,6,1,,,122,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,123,Pct 7319 - Election Day Reporting,856,50,,4,1,35,1,1,0,0,2,1,0,0,0,0,2,0,0,0,0,0,2,1,,,123,1,1,Election Day Reporting
